conversation_id,conversation,cluster,intent,reason
290,"Customer: @AppleSupport I can’t see the time on my lock screen and I can’t see my notifications
AppleSupport: @606889 We’d like to help however we can with this issue. DM us with which device you are using and we'll go from there. https://t.co/GDrqU22YpT",0,MESSAGE_NOTIFICATION_PROBLEM,"Customers are reporting issues with receiving or displaying notifications for text messages and other apps, often citing specific iOS versions as the cause."
291,"Customer: APPLE GET YOUR FUCKING SHIT TOGETHER AND FIX THE “I️” KEY THIS IS SHAMEFUL @AppleSupport
AppleSupport: @666024 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",11,IOS_AUTOCORRECT_BUG,"Customers are reporting a specific issue where the letter 'I' is incorrectly autocorrected or displayed, and support confirms that iOS 11.1.1 contains the fix for this autocorrect problem."
292,"Customer: @AppleSupport iphone8 works fine, Series 2 Watch works fine, everything’s perfect apart from my activity and workouts aren’t syncing since Tuesday! WiFi, data and Bluetooth all on and working too! Help!!!
AppleSupport: @131476 Hey, we'd be happy to take a look to see what's going on. First, can you tell us the watchOS and iOS versions currently installed? Also, have you restarted both devices to see if that helps?
Customer: @AppleSupport Yep done all that eventually I reset the watch completely and set up as a new device and it’s working again. Thanks anyway
AppleSupport: @131476 Thanks for getting back to us, so we know that this is working. Feel free to reach out if we can be of any further help. Our office hours are 7 days a week, from 5AM - 8PM PDT. If you contact us after business hours, rest assured we'll respond the following day.",16,APPLE_WATCH_ISSUE,"All conversations involve customers reporting specific technical problems, bugs, or malfunctions with their Apple Watch devices and seeking assistance to resolve them."
293,"Customer: @AppleSupport Hi, any way to revert to ios10? This god awful update has made my phone so fucking slow AND it looks ugly. Change pls
AppleSupport: @201220 We're here for you. Is this happening with all apps or certain apps? Which version of iOS are you running?
Customer: @AppleSupport Hi! Literally all apps! V.11.0.2 not only is it slow but aesthetically not pleasing to the eyes, why'd you throw the minimalistic style away
AppleSupport: @201220 Does a restart help? Which iPhone model do you have? Let us know in DM: https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
294,"Customer: @AppleSupport my brand new IPhone 8 is trying to autocorrect I️ to A?....  googled it and it’s apparently happening to new software users https://t.co/7lnsNsxTxy
AppleSupport: @448893 We're happy to help.  DM us your iOS version currently on your iPhone and we'll continue there. https://t.co/GDrqU22YpT",11,IOS_AUTOCORRECT_BUG,"Customers are reporting a specific issue where the letter 'I' is incorrectly autocorrected or displayed, and support confirms that iOS 11.1.1 contains the fix for this autocorrect problem."
295,"Customer: @AppleSupport why do I️ have BOXES W QUESTION MARKS
AppleSupport: @595285 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
296,"Customer: @AppleSupport iPhone 7, 11.1. the phone doesn't seem to be charging half the time when it's plugged in.
AppleSupport: @666029 We know how important it is to be able to charge your iPhone, and we want to help. Let's start by trying the steps here: https://t.co/uqxquyfdn0 Please let us know if you're still having trouble charging.",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
297,"Customer: Have a new iPhone 8 and it’s unusable since #ios11update @AppleSupport WiFi connects but nothing loads #fail
AppleSupport: @167187 Let’s see what we can find out. Which version of iOS 11 are you running currently? Have you tested on multiple Wi-Fi networks?
Customer: @AppleSupport Yes. It doesn’t work on any home networks. Only my work WiFi. Not xfinity hotspots or my private home network 😫
AppleSupport: @167187 Is it showing an error message? DM us below. https://t.co/GDrqU22YpT",14,IOS_11_WIFI_BEHAVIOR,Customers are reporting that Wi-Fi and Bluetooth automatically reconnect or turn back on after being disabled in the Control Center following the iOS 11 update.
298,"Customer: Hey @AppleSupport why won’t my brand new iPhone 7 record audio in any of my videos?
AppleSupport: @662495 We'd be happy to look into this with you. It's important to be able to have sound available in your videos. Can you provide us more details of this issue? Are you experiencing this with screen recordings or recordings using the Camera?
Customer: @AppleSupport While using the camera. My camera app won’t let me take pics or video at all, so I’ve been using Snapchat, which records video, but no sound
AppleSupport: @662495 Thanks for those details. What do you see on the screen when trying to take a picture or video? Is the screen black? Let us know to continue.
Customer: @AppleSupport When I try to record/take pictures with the camera app (both from the lock screen and from the app) it looks blurry and won’t let me capture
AppleSupport: @662495 We want to look further into this issue. Reach us via DM to continue. https://t.co/GDrqU22YpT",7,PHOTOS_DISAPPEARED,"Customers are reporting that their photos have vanished, are missing, or are not loading from their device's camera roll or photo library."
299,"Customer: How do I move all these contacts from these different groups into one group on my iPhone?!? @AppleSupport please help.
Customer: @AppleSupport  https://t.co/hSdLPwQYdv
AppleSupport: @781297 Let's figure this out together. Check out this link: https://t.co/J405QLen6o It has instructions on how to import your contacts from different sources. Let us know if you still need help.
Customer: @AppleSupport Did you see the picture I sent second? I have a bunch of contacts from a bunch of groups. I want to somehow merge them all into one group. https://t.co/BzPPXkCZOV
AppleSupport: @781297 We completely understand. The best way to get all of these group contacts into one group, is to choose which account you would like to save them on, and transfer them to that account. This may be easier to achieve on a computer.
Customer: @AppleSupport I don’t even have all these contacts on my computer. Can I save them to my iCloud?
AppleSupport: @781297 We'd like to provide more steps in detail. Meet us in DM so we can continue. https://t.co/GDrqU22YpT",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
300,AppleSupport: @614377 Let's see what we can do to get this resolved. If you go to https://t.co/tmRhWEkIq4 do you see the notes there? Reply in DM. https://t.co/GDrqU22YpT,19,GENERAL_ISSUE_INQUIRY,All conversations consist of Apple Support requesting more details via DM to address an unspecified issue reported by the customer.
301,"Customer: @AppleSupport what is going on with your software? iOS 11.1 was better for battery life but iOS 11.1.2 is a DISASTER! From 100% to 34% in 4 hours with moderate usage??? For an iPhone 7 this is a joke.
AppleSupport: @461061 Great battery life is important to get you through your day. Let's pair up in DM to take a closer look to see what's happening here. https://t.co/GDrqU22YpT
Customer: @AppleSupport I’m not sure what DMing would achieve. My battery is working fine hardware wise.. i have noticed the problem since updating to the latest iOS, I have Bluetooth off and other battery draining processes and the only fix is a better update.
AppleSupport: @461061 Since battery life can vary dramatically based on a number of factors, and it's certainly not expected behavior to experience consistently diminished battery life after updating. We'd like to look into this further with you in DM here: https://t.co/GDrqU22YpT",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
302,"Customer: @AppleSupport please get your shit together so i don’t have to correct me typing every time i use the letter i!!! i️
AppleSupport: @522087 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
303,"Customer: @115858 @AppleSupport where did all my text messages go?! Two years of conversations gone as of last night. Plenty of memory on phone!
AppleSupport: @518322 We understand how valuable your messages are! Which device are they missing from?
Customer: @AppleSupport iPhone 6S
AppleSupport: @518322 We're happy to look into this with you. Please DM us the iOS version installed &amp; additional details about this issue. https://t.co/GDrqU22YpT",0,MESSAGE_NOTIFICATION_PROBLEM,"Customers are reporting issues with receiving or displaying notifications for text messages and other apps, often citing specific iOS versions as the cause."
304,"Customer: @115858 @AppleSupport POS.  Forcing an IOS update by making annOying error where anyone who tries to type “I️” types I️ instead.
AppleSupport: @474706 We want your keyboard working for you; we'll do all we can to help. To start, we released iOS 11.1.1 which is meant to address this issue. If you haven't already, let's update with these steps: https://t.co/ahjigcvFRG",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
305,"Customer: @AppleSupport why does my phone not recognize when I am playing a track in the music app or any other app? Happened before &amp; after update.
AppleSupport: @412625 Which device and version of iOS are you using? Check Settings &gt; General &gt; About and let us know in DM. https://t.co/GDrqU22YpT",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
306,"Customer: @115858 @AppleSupport why does typing the letter I* change into this weird question mark symbol: I️ ?!!
AppleSupport: @487593 We are here to help. To get started today, please take the steps in the following article: https://t.co/MaraeomA15
AppleSupport: @487593 This article has some steps that may be able to help: https://t.co/xU1AGHStV6",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
307,AppleSupport: @555515 We'd be happy to assist with any issues you're having. Tell us more about this connection issue via DM. We'll go from there. https://t.co/GDrqU22YpT,19,GENERAL_ISSUE_INQUIRY,All conversations consist of Apple Support requesting more details via DM to address an unspecified issue reported by the customer.
308,"Customer: @115858 @AppleSupport y’all need to fix my phone or give me a new one. This update messed my shit up and I’m highly upset 😡😡
AppleSupport: @430740 We know the importance of a reliable device. Let's work together to solve this. To start, which iOS version do you have?
Customer: @AppleSupport The newest one. 11.0.3",10,IOS_UPDATE_PROBLEM,"All customers are reporting issues, bugs, or dissatisfaction specifically related to recent iOS software updates on their devices."
309,"AppleSupport: Keep the fun going. And going. And going. 
Try out the Loop effect in Live Photos in iOS 11.

Learn more https://t.co/vX4vUYI4xS https://t.co/XJ3zckcqQh
Customer: @AppleSupport Forget the loop effect. Since the latest updates my iPhone 7 is a complete shambles. Hardly anything works correctly and the past 3 days it’s not allowed me to makes calls. R.I.P Apple
AppleSupport: @487535 We can definitely help. DM us, and let us know what happens when you try to make a call. We'll look into this. https://t.co/GDrqU22YpT
Customer: @AppleSupport No fun. This upgrade..... why is each letter speaking.....?! Yes under accessibility turned of restarted phone..... Why??loosing mkt... ?
AppleSupport: @390673 We just got your DM about this. Let's work together to get this resolved there. We just responded there. https://t.co/GDrqU22YpT
Customer: @AppleSupport Do you know why a screen recording video in iOS 11 would upload to YouTube video without sound?  when mic recording was on?
Customer: @AppleSupport Battery draining heavily in iPhone 5s with this IOS 11 update
AppleSupport: @474969 That's interesting. Is there any sound when playing the screen recording back locally on your device? DM us back to continue. https://t.co/GDrqU22YpT
AppleSupport: @452876 We can help! Please DM your current iOS version. You can find that information by going to Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
Customer: @AppleSupport When I open Spotify and plug my EarPods, instead of phone recognize the Spotify, it recognizes the native music app, then I have to reboot..
Customer: @AppleSupport Hi please we have a problem with FaceTime in Saudi Arabia 🇸🇦 we don’t have FaceTime in our iPhones 📱
Customer: @AppleSupport 11.0.3 not working on 5s, apps not responsive,  did reset, refresh, factory restore as new and backup from iTunes, Ctrl Center not coming up
AppleSupport: @384358 Hey there! Let's look into this together. Could you tell us which Apple device you're using?
Customer: @AppleSupport I’m 6s plus on iOS 11.0.3
AppleSupport: @385016 Hi there. Thank you for contacting us. As it turns out, FaceTime isn’t currently available in Saudi Arabia: https://t.co/MK7HMEoMf2
Customer: @AppleSupport @452876 It won’t work
AppleSupport: @385971 We've got your DM and will continue with you there. Be on the lookout for our reply. Thank you!
AppleSupport: @384358 Awesome! Thank you for keeping your iPhone updated. Could you meet us in DM and we can begin from there? https://t.co/GDrqU22YpT
Customer: @AppleSupport iOS 11.2 sucks as well. Freezes all the time. Simple features in music app don’t work. Why is my battery life atrocious
AppleSupport: @136035 We'd be happy to assist with iOS 11. Can you DM us the iOS device we are working with? https://t.co/GDrqU22YpT
Customer: @AppleSupport Since upgrading to 11.0.3, I can literally watch my battery percentage tick down while using my phone. This is madness! #wtf
AppleSupport: @520913 While it's normal for your battery to decrease while in use, we'd like to better understand what's happening. Please DM us here: https://t.co/GDrqU22YpT
Customer: @AppleSupport Lol..yes it is.  But that’s not what I’m referring to. This speed of drainage is a new phenomenon for my phone.
Customer: @AppleSupport Obviously as an long time iPhone owner, I’m already using every battery saving tip out there. (Back ground refresh, etc..)
Customer: @AppleSupport Now the FaceTime is available but you need to send for us updates
AppleSupport: @520913 Thanks for clearing that up for us. Please let us know which model you have and any steps tried so far in DM here: https://t.co/GDrqU22YpT
Customer: @AppleSupport Please contact ours company to ask them about FaceTime
Customer: @AppleSupport shit……iOS 11.0.3 https://t.co/0TQPF7a0S1
AppleSupport: @175587 We're here to help. Reach out to us in a DM and we will continue there. https://t.co/GDrqU22YpT
Customer: @AppleSupport What causes an Icon to appear like this? https://t.co/VYIkPmrk3p
AppleSupport: @260527 Hey there. What type of device is this app on? Join us in DM, we're happy to investigate with you. https://t.co/GDrqU22YpT
Customer: @AppleSupport @474969 I have a problem with this too. No issues with playback on Mac but no sound when uploaded to Youtube. Please help
AppleSupport: @474968 We want to help. DM us, and we'll see what we can do. https://t.co/GDrqU22YpT
Customer: @AppleSupport Okay so since my new update my battery is rubbish on my phone I’ve hardly used it as I’ve been at work yesterday I’m on 57%?
AppleSupport: @548783 Let’s team up to get this addressed. How long ago did you update? Let us know via a DM. We’ll keep moving from there. https://t.co/GDrqU22YpT
Customer: @AppleSupport Unable to reschedule call from the website and case was closed without resolution, once again your support team baffles me.
Customer: @AppleSupport Case was also incorrectly opened its 5s not 5
Customer: @AppleSupport Keep the fun going, you what? My battery only lasts about 2 hours
AppleSupport: @605525 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT
Customer: @AppleSupport iOS 11 is very laggy on iPhone 5s and also battery drains very quickly. It seems Apple doesn’t care anymore about their old customers
AppleSupport: @653801 We'd be happy to help the best we can. Please meet us in DM. https://t.co/GDrqU22YpT
Customer: @AppleSupport IOS 11 Not for my phone, I want to return to IOS 10
AppleSupport: @334031 We'd like to help you with your iPhone. Send us a DM and tell us what's happening, and which iPhone you have, to begin. https://t.co/GDrqU22YpT
Customer: @AppleSupport Thanks Apple for resolving all 11.0.3 issues! Now back to high quality standard of Apple that I am used too!
Customer: @AppleSupport Yes it didn’t work, but now updated to 11.1 and let me check with it.
AppleSupport: @452876 DM us and let us know the country you're in, we'll take it from there. https://t.co/GDrqU22YpT
Customer: @AppleSupport I’m in India and my iOS version is 11.1 ( 15B93 )
Customer: @AppleSupport At home, when I was trying to downgrade to iOS 11 .0 .2, I selected the right file for my phone, and it said IT, your phone could not be updated. Eire 3194. And then I got another one which was 003. Very weird. And I tried the check for update option and restore option but no luc
AppleSupport: @203476 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
310,"Customer: @AppleSupport Anyone else having problems sending #Hotmail from iOS 11.1.1?  I receive email. When sending I get “Cannot send. The message was rejected by the server.”
AppleSupport: @150959 We'd love to look into this with you. When did this issue begin? Also, check under Settings &gt; General &gt; Software Update to see if you have iOS 11.1.2 available. If so, make sure you have a current backup, and download and install it. Let us know if the issue persists.
Customer: @AppleSupport Thanks. This is what I see. https://t.co/Y1Y4vt49Pt
AppleSupport: @150959 Thank you for letting us know. If you're having trouble updating, take a look at the suggestions here: https://t.co/Ui1yTnOCUz
Customer: @AppleSupport Hotmail sending worked after installing the iOS 11.1.2 update. Thanks for your help.
AppleSupport: @150959 We're glad to hear you can send emails again. You're welcome. If you need any further help, let us know.",0,MESSAGE_NOTIFICATION_PROBLEM,"Customers are reporting issues with receiving or displaying notifications for text messages and other apps, often citing specific iOS versions as the cause."
311,"Customer: Had a bad experience @AppleSupport am so aggravated got an apple advisor he must of been a trainee cause he managed to jack up my Order 💩
AppleSupport: @535154 Thank you for reaching out about your Apple Support experience. Please DM with as many details as possible/ Thank you in advance! https://t.co/GDrqU22YpT",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
312,"Customer: @AppleSupport I'm not feeling your support in Serbia! Can't unlock my disabled AppleID, can't do anything. I should burn this stupid phone.
AppleSupport: @444567 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT",1,IPHONE_HARDWARE_FAILURE,"Customers are reporting that their iPhones are not working, have crashed, or have hardware defects, and are requesting repairs, replacements, or refunds."
313,"Customer: @AppleSupport i️m going to rage quit my phone if y’all don’t fix this “i️“ business. i️ TRIED the keyboard preset method and it didn’t work. my screen is already v cracked i️ can’t afford anymore damage from throwing it out of anger. pls help.
AppleSupport: @603249 Thank you for letting us know. Please DM us which iPhone and iOS version you're currently using and we'll continue from there. https://t.co/GDrqU22YpT",1,IPHONE_HARDWARE_FAILURE,"Customers are reporting that their iPhones are not working, have crashed, or have hardware defects, and are requesting repairs, replacements, or refunds."
314,"Customer: @AppleSupport 5,000 of my photos have disappeared off of my iPhone. Can you help?
AppleSupport: @325692 We know how important your photos are. When did this happen? Is anything different, such as an upgrade to iOS or a new app?
Customer: @AppleSupport It happened at about 4:30pm GMT. As I looked at the photos app, everything apart from some pics were gone. App was twitching too. 1/2
Customer: @AppleSupport Pics are back now though. Did everything it’s recommended online 2/2
AppleSupport: @325692 That's great news that all the photos have returned.  If the issue continues, be sure to let us know.",7,PHOTOS_DISAPPEARED,"Customers are reporting that their photos have vanished, are missing, or are not loading from their device's camera roll or photo library."
315,"Customer: @AppleSupport Can you make this stop? https://t.co/pf2Yz7T0wc
AppleSupport: @797558 We'd love to help with your keyboard. Send us a DM with your current iOS version from Settings &gt; General &gt; About. We'll work with you there. https://t.co/GDrqU22YpT",9,IOS_11_BUG_REPORT,"Customers are reporting specific issues with iOS 11, and support agents are verifying the exact software version to determine if a recent update resolves the problem."
316,"AppleSupport: @668204 We'll do all we can to help out. Have you already updated to iOS 11.1.1?
Customer: @AppleSupport Thanks! Yes, I’m currently on iOS 11.1.1.
AppleSupport: @668204 Fantastic! So we can work with you closer on this, reach out to us in DM and we'll continue from there. https://t.co/GDrqU22YpT",9,IOS_11_BUG_REPORT,"Customers are reporting specific issues with iOS 11, and support agents are verifying the exact software version to determine if a recent update resolves the problem."
317,"Customer: @AppleSupport can you explain, why this is Happening I ain’t happy at all.
AppleSupport: @291158 Let us help. Follow up with us in DM. Tell us which device and the exact version of iOS you're using there. https://t.co/GDrqU22YpT
Customer: @AppleSupport Done",13,IPHONE_GENERAL_ISSUE,"All conversations involve customers reporting unspecified problems with their iPhones, prompting support to request general details like device model and iOS version to diagnose the issue."
318,"Customer: @118721 @AppleSupport my purchased songs don’t show up in the store as purchased. I buy a few songs a month and it wouldn’t be nice to be double billed. #pleasehelp #pleaseandthankyou
AppleSupport: @572881 Being able to access your purchased music in the iTunes Store is important. Let's work together. Can you provide us which device you're using when viewing your purchased music? If the music doesn't show as purchased can you provide what it shows as?
Customer: @AppleSupport Should I dm or should I do it here?
AppleSupport: @572881 Either option works great, though we may need to move to DM eventually. https://t.co/GDrqU22YpT
Customer: @AppleSupport It’s a lack of correspondence between the the Music app and iTunes Store app.
Customer: @AppleSupport Have sent in",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
319,"Customer: @AppleSupport why did i get charged 99 cents ... i didn’t buy an app today, don’t have Apple Music etc...
AppleSupport: @732871 Hi there. We'd be happy to point you in the right direction. You can check the purchase history on your device. Here's how: https://t.co/7LU2nj59FH",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
320,"Customer: AND MY PHONE IS DOING THE THING NOW  @AppleSupport I️ WANT MY MONEY BACK FOR THIS DUMB IPHONE 8
AppleSupport: @656440 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",11,IOS_AUTOCORRECT_BUG,"Customers are reporting a specific issue where the letter 'I' is incorrectly autocorrected or displayed, and support confirms that iOS 11.1.1 contains the fix for this autocorrect problem."
321,AppleSupport: @476523 We'd like to help. DM us with a bit more detail on what's going on and we'll go from there. https://t.co/GDrqU22YpT,19,GENERAL_ISSUE_INQUIRY,All conversations consist of Apple Support requesting more details via DM to address an unspecified issue reported by the customer.
322,"Customer: all my music randomly undowloaded while i was downloading some playlists wtf @AppleSupport
AppleSupport: @375686 Thanks for reaching out. Can you DM the device you're using when you encountered this issue? https://t.co/GDrqU22YpT",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
323,"Customer: Heyyy @AppleSupport look how annoying operating system you had. https://t.co/OFUwPMp45H
AppleSupport: @290077 We' know how important it is to have your phone working properly. Please join us in DM here: https://t.co/GDrqU22YpT",13,IPHONE_GENERAL_ISSUE,"All conversations involve customers reporting unspecified problems with their iPhones, prompting support to request general details like device model and iOS version to diagnose the issue."
324,"Customer: their finger wasn’t registered on my phone i want answers @AppleSupport
AppleSupport: @664092 Which iPhone and iOS are you using? Locate your version by navigating to Settings &gt; General &gt; About, and let us know in DM. https://t.co/GDrqU22YpT",1,IPHONE_HARDWARE_FAILURE,"Customers are reporting that their iPhones are not working, have crashed, or have hardware defects, and are requesting repairs, replacements, or refunds."
325,"Customer: @115858 @AppleSupport i had 16,000 pics on my phone yesterday, 1,000 this morning and now only 500. The pics i took 10 mins ago aren't on my phone. can u get ur shit together ??? ty :)
AppleSupport: @153218 We want you to be able to store your photos on your iPhone and be able to cherish your memories. To get started looking into this with you, could you let us know which iPhone &amp; iOS version you're using?
Customer: @AppleSupport iOS 10, my phone is also freezing, jumping to other apps when i click on them, not turning on, etc. this started all of a sudden as of yesterday
AppleSupport: @153218 Do you know if you use iCloud Photo Library? Try checking for your photos here: https://t.co/coj9FJKJWV",7,PHOTOS_DISAPPEARED,"Customers are reporting that their photos have vanished, are missing, or are not loading from their device's camera roll or photo library."
326,"AppleSupport: Discover helpful tips, check your warranty, and chat with us, all with the Apple Support app.

https://t.co/rSmBOgYeAm
Customer: @AppleSupport there huge bug ios 11 wallet shipping addres i chose country and it crashed
AppleSupport: @136970 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT
Customer: @AppleSupport Is it available for download? I cant find it in the app store
AppleSupport: @723513 Great question! You can use navigate to the iTunes Link Maker to check for regional availability:
https://t.co/GD3awecJOw
Customer: @AppleSupport Its not available in philippines ☹️
AppleSupport: @723513 Got it. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT
Customer: @AppleSupport I am an all out apple user and just got the I phone X (256Gb) which came with a bunch of issues. 
The phone always heats up while making a call or watching Videos. 
The battery drains out and barely lasts me for 3 hours. 
The messenger app is erratic and needs an update. https://t.co/CPTkTz5eSJ
AppleSupport: @821957 We're happy to help. We've received your DM and will work with you there.
Customer: @AppleSupport Please give me some info on Apple Pay on ios11 on iPhone 7 India support. Thanks in advance.
Customer: @AppleSupport @723513 Have DM still awaiting reply
Customer: @AppleSupport Why are all my Apple gadgets slowing down all of the sudden
AppleSupport: @134113 Apple Pay is not currently supported in India. We keep a current list of countries that support Apple Pay here: https://t.co/tKY0Mal39U
AppleSupport: @135578 We want to help. What do you mean by gadgets?
Customer: @AppleSupport iPhone Mac laptop and iPad
AppleSupport: @135578 We want to help. Let's continue in DM. https://t.co/GDrqU22YpT
Customer: @AppleSupport Why was Travis so rude and condescending when I was trying to find out why my $1200 defective #iPhoneX won’t work properly?
AppleSupport: @221542 Hello. Let's meet up in DM and discuss. We'd like to learn more about your experience. https://t.co/GDrqU22YpT
Customer: @AppleSupport Ever since I updated my phone, it started restarting randomly every 2 minutes
Customer: @AppleSupport It just restarted while I was typing the tweet
AppleSupport: @247129 Have you updated to iOS 11.2? Check out: https://t.co/osZOKKTalm This should resolve the issue. Be sure and backup first. Let us know how it goes.
Customer: @AppleSupport Is there anyone I can speak to about a disabled Apple ID? I am in the UK but always redirected to the US site with no options available.
Customer: @AppleSupport It would be great if I could download the app. Bloody iTunes store will not download any apps. I can find no useful information about this problem except that a lot of users are having similar issues with icloud/app store/itunes store. Can you offer anything useful?
AppleSupport: @250323 Thanks for reaching out!  This article can help if your AppleID has been disabled: https://t.co/DYEXEbD7Im   If you still need assistance after those steps, feel free to DM us. https://t.co/GDrqU22YpT
AppleSupport: @250265 We're happy to help. Does it happen with one network in particular or with multiple networks? Which iOS version are you running? Let us know in DM. https://t.co/GDrqU22YpT
Customer: @AppleSupport Thanks but no thanks, you are of no help!!!",1,IPHONE_HARDWARE_FAILURE,"Customers are reporting that their iPhones are not working, have crashed, or have hardware defects, and are requesting repairs, replacements, or refunds."
327,"Customer: The share sheet probably shouldn’t be here when sharing a screenshot of my messed-up keyboard either @AppleSupport https://t.co/TO5sTkCXzh
AppleSupport: @116375 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
328,"Customer: @AppleSupport when I do a command + down arrow I don't see my minimized windows at the bottom anymore.  How do I get that back?
AppleSupport: @374323 We know that keyboard shortcuts are important for efficiency and workflow. Here's a list of shortcuts: https://t.co/iGXOtvJZiO
Customer: @AppleSupport So in translation, apple ""improved"" this feature.  Could apple at least tell me how to expand a minimized window via keyboard?
AppleSupport: @374323 The best way to expand a minimized window would be to click on it or CMD + Tab to cycle to it.
Customer: @AppleSupport That only switch to the app.  I may have multiple app windows open but some minimized.  How do I switch one of the minimized app window?
AppleSupport: @374323 In this situation, you would need to click on the minimized app window.
Customer: @AppleSupport 😞👎 but thank you",17,MACBOOK_GENERAL_ISSUE,"All conversations involve customers reporting unspecified technical problems or malfunctions with their Mac or MacBook devices, prompting support to request further details via DM."
329,"Customer: Hey @AppleSupport @115858 I️ keep getting this message when trying to update...I’m connected to the internet...suggestions? https://t.co/zeR557eaSR
AppleSupport: @603375 The steps in this article can help with this https://t.co/Ui1yTnOCUz please DM us if the issue persists. https://t.co/GDrqU22YpT",10,IOS_UPDATE_PROBLEM,"All customers are reporting issues, bugs, or dissatisfaction specifically related to recent iOS software updates on their devices."
330,"Customer: @AppleSupport Thanks for repairing my iPhone 7 Plus and then proceeding to send me someone else iPhone 6s....I love a downgrade...
#applenews #appleinternal #messedup #fails
AppleSupport: @693681 We can certainly understand and want to look in to this replacement issue with you. Please DM us about this and we'll continue there. https://t.co/GDrqU22YpT
Customer: @AppleSupport DM'd but i have no problem with the public seeing that you get it wrong too.
Customer: @AppleSupport Dm'd and awaiting
Customer: @AppleSupport Still waiting....I’m using whoever’s phone you sent me now and it’s still broken too #wontfixcantfix
AppleSupport: @693681 We received your DM, and would like to continue our conversation there.
Customer: @AppleSupport So how are we fixing this issue. I’m now using some random persons phone which also apppears not to be fixed to reply here
Customer: @AppleSupport Why was I not promised a replacement correct unit immediately! Now I’d like an upgrade for the hassle",1,IPHONE_HARDWARE_FAILURE,"Customers are reporting that their iPhones are not working, have crashed, or have hardware defects, and are requesting repairs, replacements, or refunds."
331,"Customer: @AppleSupport @115858
AppleSupport: @293104 We want to make sure you are getting the most out of your battery.  Which exact iOS version are you running now?
Customer: @AppleSupport  https://t.co/T1b7uVp7dK
AppleSupport: @293104 Great. Let's move over to DM. You can join us using this link: https://t.co/GDrqU22YpT",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
